Codigo,Codigo_caracteristica,Descripcion_caracteristica,Valor,Linea,Toma,Observacion,Descripcion,Activo
27044MI,TASU,Toma de Anclaje Superior,,,,,,
27044MI,REM,Reemplazado por,,,,,,
27074MI,DIMA,Dimensional Abierto,644.0,,,,,
27074MI,DIMC,Dimensional Cerrado,401.0,,,,,
27074MI,DIMR,Dimensional Carrera,243.0,,,,,
27074MI,TAIN,Toma de Anclaje Inferior,,,,,,
27074MI,TASU,Toma de Anclaje Superior,,,,,,
27074MI,REM,Reemplazado por,,,,,,
27341MI,DIMA,Dimensional Abierto,708.0,,,,,
27341MI,DIMR,Dimensional Carrera,258.0,,,,,
27341MI,DIMC,Dimensional Cerrado,450.0,,,,,
27341MI,TAIN,Toma de Anclaje Inferior,,,,,,
27341MI,TASU,Toma de Anclaje Superior,,,,,,
27341MI,REM,Reemplazado por,,,,,,
84743MI,DIMA,Dimensional Abierto,597.0,,,,,
84743MI,DIMR,Dimensional Carrera,238.0,,,,,
84743MI,DIMC,Dimensional Cerrado,238.0,,,,,
84743MI,TAIN,Toma de Anclaje Inferior,,,,,,
84743MI,TASU,Toma de Anclaje Superior,,,,,,
27024MI,DIMA,Dimensional Abierto,416.0,,,,,
27024MI,DIMR,Dimensional Carrera,156.0,,,,,
27024MI,DIMC,Dimensional Cerrado,260.0,,,,,
27024MI,TAIN,Toma de Anclaje Inferior,,,,,,
27024MI,TASU,Toma de Anclaje Superior,,,,,,
27052MI,DIMA,Dimensional Abierto,480.0,,,,,
27052MI,DIMC,Dimensional Cerrado,312.0,,,,,
27052MI,DIMR,Dimensional Carrera,168.0,,,,,
27052MI,TAIN,Toma de Anclaje Inferior,,,,,,
27052MI,TASU,Toma de Anclaje Superior,,,,,,
27108MI,DIMA,Dimensional Abierto,478.0,,,,,
27108MI,DIMC,Dimensional Cerrado,321.0,,,,,
27108MI,DIMR,Dimensional Carrera,157.0,,,,,
27108MI,TAIN,Toma de Anclaje Inferior,,,,,,
27108MI,TASU,Toma de Anclaje Superior,,,,,,
27108MI,REM,Reemplazado por,,,,,,
27154MI,DIMA,Dimensional Abierto,557.0,,,,,
27154MI,DIMR,Dimensional Carrera,162.0,,,,,
27154MI,DIMC,Dimensional Cerrado,395.0,,,,,
27154MI,TAIN,Toma de Anclaje Inferior,,,,,,
27154MI,TASU,Toma de Anclaje Superior,,,,,,
27154MI,REM,Reemplazado por,,,,,,
27942MI,DIMA,Dimensional Abierto,470.0,,,,,
27942MI,DIMR,Dimensional Carrera,157.0,,,,,
27942MI,DIMC,Dimensional Cerrado,313.0,,,,,
27942MI,TAIN,Toma de Anclaje Inferior,,,,,,
27942MI,TASU,Toma de Anclaje Superior,,,,,,
27942MI,REM,Reemplazado por,,,,,,
27206MI,DIMA,Dimensional Abierto,535.0,,,,,
27206MI,DIMR,Dimensional Carrera,152.0,,,,,
27206MI,DIMC,Dimensional Cerrado,38.0,,,,,
27206MI,TAIN,Toma de Anclaje Inferior,,,,,,
27206MI,TASU,Toma de Anclaje Superior,,,,,,
27206MI,REM,Reemplazado por,,,,,,
27332MI D,DIMA,Dimensional Abierto,486.0,,,,,
27332MI D,DIMC,Dimensional Cerrado,298.0,,,,,
27332MI D,DIMR,Dimensional Carrera,188.0,,,,,
27332MI D,TAIN,Toma de Anclaje Inferior,,,,,,
27332MI D,TASU,Toma de Anclaje Superior,,,,,,
27332MI D,REM,Reemplazado por,,,,,,
27331MI I,DIMA,Dimensional Abierto,486.0,,,,,
27331MI I,DIMC,Dimensional Cerrado,298.0,,,,,
27331MI I,DIMR,Dimensional Carrera,188.0,,,,,
27331MI I,TAIN,Toma de Anclaje Inferior,,,,,,
27331MI I,TASU,Toma de Anclaje Superior,,,,,,
27331MI I,REM,Reemplazado por,,,,,,
27269MI,DIMA,Dimensional Abierto,501.0,,,,,
27269MI,DIMR,Dimensional Carrera,139.0,,,,,
27269MI,DIMC,Dimensional Cerrado,362.0,,,,,
27269MI,TAIN,Toma de Anclaje Inferior,,,,,,
27269MI,TASU,Toma de Anclaje Superior,,,,,,
27269MI,REM,Reemplazado por,,,,,,
27236MI,DIMA,Dimensional Abierto,573.0,,,,,
27236MI,DIMC,Dimensional Cerrado,411.0,,,,,
27236MI,DIMR,Dimensional Carrera,162.0,,,,,
27236MI,TAIN,Toma de Anclaje Inferior,,,,,,
27236MI,TASU,Toma de Anclaje Superior,,,,,,
27236MI,REM,Reemplazado por,,,,,,
27267MI,DIMA,Dimensional Abierto,541.0,,,,,
27267MI,DIMR,Dimensional Carrera,154.0,,,,,
27267MI,DIMC,Dimensional Cerrado,387.0,,,,,
27267MI,TAIN,Toma de Anclaje Inferior,,,,,,
27267MI,TASU,Toma de Anclaje Superior,,,,,,
27267MI,REM,Reemplazado por,,,,,,
27072MI,DIMA,Dimensional Abierto,542.0,,,,,
27072MI,DIMR,Dimensional Carrera,173.0,,,,,
27072MI,DIMC,Dimensional Cerrado,369.0,,,,,
27072MI,TAIN,Toma de Anclaje Inferior,,,,,,
27072MI,TASU,Toma de Anclaje Superior,,,,,,
27072MI,REM,Reemplazado por,,,,,,
27320MI,DIMA,Dimensional Abierto,495.0,,,,,
27320MI,DIMR,Dimensional Carrera,135.0,,,,,
27320MI,DIMC,Dimensional Cerrado,360.0,,,,,
27320MI,TAIN,Toma de Anclaje Inferior,,,,,,
27320MI,TASU,Toma de Anclaje Superior,,,,,,
27320MI,REM,Reemplazado por,,,,,,
94202MI,DIMA,Dimensional Abierto,581.0,,,,,
94202MI,DIMR,Dimensional Carrera,171.0,,,,,
94202MI,DIMC,Dimensional Cerrado,410.0,,,,,
94202MI,TAIN,Toma de Anclaje Inferior,,,,,,
94202MI,TASU,Toma de Anclaje Superior,,,,,,
27039MI D,DIMA,Dimensional Abierto,514.0,,,,,
27039MI D,DIMC,Dimensional Cerrado,360.0,,,,,
27039MI D,DIMR,Dimensional Carrera,154.0,,,,,
27039MI D,TASU,Toma de Anclaje Superior,,,,,,
27039MI D,TAIN,Toma de Anclaje Inferior,,,,,,
27039MI D,REM,Reemplazado por,,,,,,
27040MI I,DIMA,Dimensional Abierto,514.0,,,,,
27040MI I,DIMC,Dimensional Cerrado,360.0,,,,,
27040MI I,DIMR,Dimensional Carrera,154.0,,,,,
27040MI I,TAIN,Toma de Anclaje Inferior,,,,,,
27040MI I,TASU,Toma de Anclaje Superior,,,,,,
27058MI,DIMA,Dimensional Abierto,509.0,,,,,
27058MI,DIMC,Dimensional Cerrado,362.0,,,,,
27058MI,DIMR,Dimensional Carrera,147.0,,,,,
27058MI,TAIN,Toma de Anclaje Inferior,,,,,,
27058MI,TASU,Toma de Anclaje Superior,,,,,,
27059MI,DIMA,Dimensional Abierto,503.0,,,,,
27059MI,DIMR,Dimensional Carrera,147.0,,,,,
27059MI,DIMC,Dimensional Cerrado,356.0,,,,,
27059MI,TAIN,Toma de Anclaje Inferior,,,,,,
27059MI,TASU,Toma de Anclaje Superior,,,,,,
27042MI D,DIMA,Dimensional Abierto,514.0,,,,,
27042MI D,DIMR,Dimensional Carrera,154.0,,,,,
27042MI D,DIMC,Dimensional Cerrado,360.0,,,,,
27042MI D,TAIN,Toma de Anclaje Inferior,,,,,,
27042MI D,TASU,Toma de Anclaje Superior,,,,,,
27042MI D,REM,Reemplazado por,,,,,,
27043MI I,DIMA,Dimensional Abierto,514.0,,,,,
27043MI I,DIMR,Dimensional Carrera,154.0,,,,,
27043MI I,DIMC,Dimensional Cerrado,360.0,,,,,
27043MI I,TAIN,Toma de Anclaje Inferior,,,,,,
27043MI I,TASU,Toma de Anclaje Superior,,,,,,
27043MI I,REM,Reemplazado por,,,,,,
27202MI,DIMA,Dimensional Abierto,487.0,,,,,
27202MI,DIMR,Dimensional Carrera,147.0,,,,,
27202MI,DIMC,Dimensional Cerrado,340.0,,,,,
27202MI,TAIN,Toma de Anclaje Inferior,,,,,,
27202MI,TASU,Toma de Anclaje Superior,,,,,,
27202MI,REM,Reemplazado por,,,,,,
38113MI,DIMA,Dimensional Abierto,375.0,,,,,
38113MI,DIMR,Dimensional Carrera,83.0,,,,,
38113MI,DIMC,Dimensional Cerrado,292.0,,,,,
38113MI,TASU,Toma de Anclaje Superior,,,,,,
38113MI,TAIN,Toma de Anclaje Inferior,,,,,,
38022MI,DIMA,Dimensional Abierto,388.0,,,,,
38022MI,DIMR,Dimensional Carrera,148.0,,,,,
38022MI,DIMC,Dimensional Cerrado,240.0,,,,,
38022MI,TAIN,Toma de Anclaje Inferior,,,,,,
38022MI,TASU,Toma de Anclaje Superior,,,,,,
38023MI,DIMA,Dimensional Abierto,469.0,,,,,
38023MI,DIMR,Dimensional Carrera,185.0,,,,,
38023MI,DIMC,Dimensional Cerrado,284.0,,,,,
38023MI,TAIN,Toma de Anclaje Inferior,,,,,,
38023MI,TASU,Toma de Anclaje Superior,,,,,,
38031MI,DIMA,Dimensional Abierto,587.0,,,,,
38031MI,DIMR,Dimensional Carrera,243.0,,,,,
38031MI,DIMC,Dimensional Cerrado,344.0,,,,,
38031MI,TAIN,Toma de Anclaje Inferior,,,,,,
38031MI,TASU,Toma de Anclaje Superior,,,,,,
38036MI,DIMA,Dimensional Abierto,562.0,,,,,
38036MI,DIMR,Dimensional Carrera,231.0,,,,,
38036MI,DIMC,Dimensional Cerrado,331.0,,,,,
38036MI,TAIN,Toma de Anclaje Inferior,,,,,,
38036MI,TASU,Toma de Anclaje Superior,,,,,,
38043MI,DIMA,Dimensional Abierto,557.0,,,,,
38043MI,DIMR,Dimensional Carrera,222.0,,,,,
38043MI,DIMC,Dimensional Cerrado,335.0,,,,,
38043MI,TAIN,Toma de Anclaje Inferior,,,,,,
38043MI,TASU,Toma de Anclaje Superior,,,,,,
38044MI,DIMA,Dimensional Abierto,540.0,,,,,
38044MI,DIMR,Dimensional Carrera,215.0,,,,,
38044MI,DIMC,Dimensional Cerrado,325.0,,,,,
38044MI,TASU,Toma de Anclaje Superior,,,,,,
38044MI,TAIN,Toma de Anclaje Inferior,,,,,,
38045MI,DIMA,Dimensional Abierto,296.0,,,,,
38045MI,DIMR,Dimensional Carrera,81.0,,,,,
38045MI,DIMC,Dimensional Cerrado,215.0,,,,,
38045MI,TAIN,Toma de Anclaje Inferior,,,,,,
38045MI,TASU,Toma de Anclaje Superior,,,,,,
38059MI,DIMA,Dimensional Abierto,326.0,,,,,
38059MI,DIMR,Dimensional Carrera,81.0,,,,,
38059MI,DIMC,Dimensional Cerrado,245.0,,,,,
38059MI,TAIN,Toma de Anclaje Inferior,,,,,,
38059MI,TASU,Toma de Anclaje Superior,,,,,,
38119MI,DIMA,Dimensional Abierto,315.0,,,,,
38119MI,DIMR,Dimensional Carrera,97.0,,,,,
38119MI,DIMC,Dimensional Cerrado,218.0,,,,,
38119MI,TAIN,Toma de Anclaje Inferior,,,,,,
38119MI,TASU,Toma de Anclaje Superior,,,,,,
38120MI,DIMA,Dimensional Abierto,489.0,,,,,
38120MI,DIMR,Dimensional Carrera,179.0,,,,,
38120MI,DIMC,Dimensional Cerrado,310.0,,,,,
38120MI,TAIN,Toma de Anclaje Inferior,,,,,,
38120MI,TASU,Toma de Anclaje Superior,,,,,,
38212MI,DIMA,Dimensional Abierto,439.0,,,,,
38212MI,DIMR,Dimensional Carrera,164.0,,,,,
38212MI,DIMC,Dimensional Cerrado,275.0,,,,,
38212MI,TAIN,Toma de Anclaje Inferior,,,,,,
38212MI,TASU,Toma de Anclaje Superior,,,,,,
38217MI,DIMA,Dimensional Abierto,375.0,,,,,
38217MI,DIMC,Dimensional Cerrado,237.0,,,,,
38217MI,DIMR,Dimensional Carrera,138.0,,,,,
38217MI,TASU,Toma de Anclaje Superior,,,,,,
38217MI,TAIN,Toma de Anclaje Inferior,,,,,,
38846MI,DIMA,Dimensional Abierto,389.0,,,,,
38846MI,DIMR,Dimensional Carrera,138.0,,,,,
38846MI,DIMC,Dimensional Cerrado,251.0,,,,,
38846MI,TAIN,Toma de Anclaje Inferior,,,,,,
38846MI,TASU,Toma de Anclaje Superior,,,,,,
38847MI,DIMA,Dimensional Abierto,491.0,,,,,
38847MI,DIMR,Dimensional Carrera,189.0,,,,,
38847MI,DIMC,Dimensional Cerrado,302.0,,,,,
38847MI,TAIN,Toma de Anclaje Inferior,,,,,,
38847MI,TASU,Toma de Anclaje Superior,,,,,,
38939MI,DIMA,Dimensional Abierto,415.0,,,,,
38939MI,DIMR,Dimensional Carrera,150.0,,,,,
38939MI,DIMC,Dimensional Cerrado,265.0,,,,,
38939MI,TAIN,Toma de Anclaje Inferior,,,,,,
38939MI,TASU,Toma de Anclaje Superior,,,,,,
38951MI,DIMA,Dimensional Abierto,494.0,,,,,
38951MI,DIMR,Dimensional Carrera,180.0,,,,,
38951MI,DIMC,Dimensional Cerrado,314.0,,,,,
38951MI,TAIN,Toma de Anclaje Inferior,,,,,,
38951MI,TASU,Toma de Anclaje Superior,,,,,,
38993MI,DIMA,Dimensional Abierto,389.0,,,,,
38993MI,DIMR,Dimensional Carrera,138.0,,,,,
38993MI,DIMC,Dimensional Cerrado,251.0,,,,,
38993MI,TAIN,Toma de Anclaje Inferior,,,,,,
38993MI,TASU,Toma de Anclaje Superior,,,,,,
42115MI,DIMA,Dimensional Abierto,595.0,,,,,
42115MI,DIMR,Dimensional Carrera,244.0,,,,,
42115MI,DIMC,Dimensional Cerrado,351.0,,,,,
42115MI,TAIN,Toma de Anclaje Inferior,,,,,,
42115MI,TASU,Toma de Anclaje Superior,,,,,,
42208MI,DIMA,Dimensional Abierto,494.0,,,,,
42208MI,DIMR,Dimensional Carrera,180.0,,,,,
42208MI,DIMC,Dimensional Cerrado,314.0,,,,,
42208MI,TAIN,Toma de Anclaje Inferior,,,,,,
42208MI,TASU,Toma de Anclaje Superior,,,,,,
42216MI,DIMA,Dimensional Abierto,562.0,,,,,
42216MI,DIMR,Dimensional Carrera,223.0,,,,,
42216MI,DIMC,Dimensional Cerrado,339.0,,,,,
42216MI,TAIN,Toma de Anclaje Inferior,,,,,,
42216MI,TASU,Toma de Anclaje Superior,,,,,,
42269MI,DIMA,Dimensional Abierto,479.0,,,,,
42269MI,DIMR,Dimensional Carrera,189.0,,,,,
42269MI,DIMC,Dimensional Cerrado,290.0,,,,,
42269MI,TAIN,Toma de Anclaje Inferior,,,,,,
42269MI,TASU,Toma de Anclaje Superior,,,,,,
42297MI,DIMA,Dimensional Abierto,376.0,,,,,
42297MI,DIMR,Dimensional Carrera,135.0,,,,,
42297MI,DIMC,Dimensional Cerrado,241.0,,,,,
42297MI,TAIN,Toma de Anclaje Inferior,,,,,,
42297MI,TASU,Toma de Anclaje Superior,,,,,,
42330MI,DIMA,Dimensional Abierto,525.0,,,,,
42330MI,DIMC,Dimensional Cerrado,312.0,,,,,
42330MI,DIMR,Dimensional Carrera,213.0,,,,,
42330MI,TAIN,Toma de Anclaje Inferior,,,,,,
42330MI,TASU,Toma de Anclaje Superior,,,,,,
44118MI,DIMA,Dimensional Abierto,535.0,,,,,
44118MI,DIMR,Dimensional Carrera,165.0,,,,,
44118MI,DIMC,Dimensional Cerrado,370.0,,,,,
44118MI,TASU,Toma de Anclaje Superior,,,,,,
44118MI,TAIN,Toma de Anclaje Inferior,,,,,,
44123MI,DIMA,Dimensional Abierto,526.0,,,,,
44123MI,DIMC,Dimensional Cerrado,389.0,,,,,
44123MI,DIMR,Dimensional Carrera,137.0,,,,,
44123MI,TAIN,Toma de Anclaje Inferior,,,,,,
44123MI,TASU,Toma de Anclaje Superior,,,,,,
44407MI,DIMA,Dimensional Abierto,513.0,,,,,
44407MI,DIMR,Dimensional Carrera,159.0,,,,,
44407MI,DIMC,Dimensional Cerrado,354.0,,,,,
44407MI,TAIN,Toma de Anclaje Inferior,,,,,,
44407MI,TASU,Toma de Anclaje Superior,,,,,,
44410MI,DIMA,Dimensional Abierto,513.0,,,,,
44410MI,DIMR,Dimensional Carrera,215.0,,,,,
44410MI,DIMC,Dimensional Cerrado,298.0,,,,,
44410MI,TAIN,Toma de Anclaje Inferior,,,,,,
44410MI,TASU,Toma de Anclaje Superior,,,,,,
44413MI,DIMA,Dimensional Abierto,473.0,,,,,
44413MI,DIMR,Dimensional Carrera,142.0,,,,,
44413MI,DIMC,Dimensional Cerrado,331.0,,,,,
44413MI,TAIN,Toma de Anclaje Inferior,,,,,,
44413MI,TASU,Toma de Anclaje Superior,,,,,,
44414MI,DIMA,Dimensional Abierto,519.0,,,,,
44414MI,DIMR,Dimensional Carrera,209.0,,,,,
44414MI,DIMC,Dimensional Cerrado,310.0,,,,,
44414MI,TAIN,Toma de Anclaje Inferior,,,,,,
44414MI,TASU,Toma de Anclaje Superior,,,,,,
44415MI,DIMA,Dimensional Abierto,500.0,,,,,
44415MI,DIMR,Dimensional Carrera,155.0,,,,,
44415MI,DIMC,Dimensional Cerrado,345.0,,,,,
44415MI,TAIN,Toma de Anclaje Inferior,,,,,,
44415MI,TASU,Toma de Anclaje Superior,,,,,,
44416MI,DIMA,Dimensional Abierto,484.0,,,,,
44416MI,DIMR,Dimensional Carrera,137.0,,,,,
44416MI,DIMC,Dimensional Cerrado,347.0,,,,,
44416MI,TAIN,Toma de Anclaje Inferior,,,,,,
44416MI,TASU,Toma de Anclaje Superior,,,,,,
44418MI,DIMA,Dimensional Abierto,513.0,,,,,
44418MI,DIMR,Dimensional Carrera,215.0,,,,,
44418MI,DIMC,Dimensional Cerrado,298.0,,,,,
44418MI,TAIN,Toma de Anclaje Inferior,,,,,,
44418MI,TASU,Toma de Anclaje Superior,,,,,,
44419MI,DIMA,Dimensional Abierto,523.0,,,,,
44419MI,DIMR,Dimensional Carrera,147.0,,,,,
44419MI,DIMC,Dimensional Cerrado,376.0,,,,,
44419MI,TAIN,Toma de Anclaje Inferior,,,,,,
44419MI,TASU,Toma de Anclaje Superior,,,,,,
44439MI,DIMA,Dimensional Abierto,453.0,,,,,
44439MI,DIMR,Dimensional Carrera,148.0,,,,,
44439MI,DIMC,Dimensional Cerrado,305.0,,,,,
44439MI,TAIN,Toma de Anclaje Inferior,,,,,,
44439MI,TASU,Toma de Anclaje Superior,,,,,,
44440MI,DIMA,Dimensional Abierto,424.0,,,,,
44440MI,DIMR,Dimensional Carrera,148.0,,,,,
44440MI,DIMC,Dimensional Cerrado,257.0,,,,,
44440MI,TAIN,Toma de Anclaje Inferior,,,,,,
44440MI,TASU,Toma de Anclaje Superior,,,,,,
44445MI,DIMA,Dimensional Abierto,497.0,,,,,
44445MI,DIMC,Dimensional Cerrado,341.0,,,,,
44445MI,DIMR,Dimensional Carrera,156.0,,,,,
44445MI,TAIN,Toma de Anclaje Inferior,,,,,,
44445MI,TASU,Toma de Anclaje Superior,,,,,,
44449MI,DIMA,Dimensional Abierto,506.0,,,,,
44449MI,DIMC,Dimensional Cerrado,347.0,,,,,
44449MI,DIMR,Dimensional Carrera,159.0,,,,,
44449MI,TAIN,Toma de Anclaje Inferior,,,,,,
44449MI,TASU,Toma de Anclaje Superior,,,,,,
59011MI,DIMA,Dimensional Abierto,403.0,,,,,
59011MI,DIMR,Dimensional Carrera,144.0,,,,,
59011MI,DIMC,Dimensional Cerrado,259.0,,,,,
59011MI,TAIN,Toma de Anclaje Inferior,,,,,,
59011MI,TASU,Toma de Anclaje Superior,,,,,,
59012MI,DIMA,Dimensional Abierto,475.0,,,,,
59012MI,DIMR,Dimensional Carrera,183.0,,,,,
59012MI,DIMC,Dimensional Cerrado,292.0,,,,,
59012MI,TAIN,Toma de Anclaje Inferior,,,,,,
59012MI,TASU,Toma de Anclaje Superior,,,,,,
59030MI,DIMA,Dimensional Abierto,646.0,,,,,
59030MI,DIMR,Dimensional Carrera,258.0,,,,,
59030MI,DIMC,Dimensional Cerrado,388.0,,,,,
59030MI,TAIN,Toma de Anclaje Inferior,,,,,,
59030MI,TASU,Toma de Anclaje Superior,,,,,,
59036MI,DIMA,Dimensional Abierto,389.0,,,,,
59036MI,DIMR,Dimensional Carrera,144.0,,,,,
59036MI,DIMC,Dimensional Cerrado,245.0,,,,,
59036MI,TAIN,Toma de Anclaje Inferior,,,,,,
59036MI,TASU,Toma de Anclaje Superior,,,,,,
59038MI,DIMA,Dimensional Abierto,464.0,,,,,
59038MI,DIMR,Dimensional Carrera,176.0,,,,,
59038MI,DIMC,Dimensional Cerrado,288.0,,,,,
59038MI,TAIN,Toma de Anclaje Inferior,,,,,,
59038MI,TASU,Toma de Anclaje Superior,,,,,,
59057MI,DIMA,Dimensional Abierto,444.0,,,,,
59057MI,DIMR,Dimensional Carrera,97.0,,,,,
59057MI,DIMC,Dimensional Cerrado,347.0,,,,,
59057MI,TAIN,Toma de Anclaje Inferior,,,,,,
59057MI,TASU,Toma de Anclaje Superior,,,,,,
38114MI,DIMA,Dimensional Abierto,387.0,,,,,
38114MI,DIMR,Dimensional Carrera,114.0,,,,,
38114MI,DIMC,Dimensional Cerrado,273.0,,,,,
38114MI,TAIN,Toma de Anclaje Inferior,,,,,,
38114MI,TASU,Toma de Anclaje Superior,,,,,,
59073MI,DIMA,Dimensional Abierto,598.0,,,,,
59073MI,DIMR,Dimensional Carrera,234.0,,,,,
59073MI,DIMC,Dimensional Cerrado,364.0,,,,,
59073MI,TAIN,Toma de Anclaje Inferior,,,,,,
59073MI,TASU,Toma de Anclaje Superior,,,,,,
59074MI,DIMA,Dimensional Abierto,489.0,,,,,
59074MI,DIMR,Dimensional Carrera,183.0,,,,,
59074MI,DIMC,Dimensional Cerrado,306.0,,,,,
59074MI,TAIN,Toma de Anclaje Inferior,,,,,,
59074MI,TASU,Toma de Anclaje Superior,,,,,,
59076MI,DIMA,Dimensional Abierto,355.0,,,,,
59076MI,DIMR,Dimensional Carrera,123.0,,,,,
59076MI,DIMC,Dimensional Cerrado,232.0,,,,,
59076MI,TAIN,Toma de Anclaje Inferior,,,,,,
59076MI,TASU,Toma de Anclaje Superior,,,,,,
59077MI,DIMA,Dimensional Abierto,519.0,,,,,
59077MI,DIMR,Dimensional Carrera,204.0,,,,,
59077MI,DIMC,Dimensional Cerrado,315.0,,,,,
59077MI,TAIN,Toma de Anclaje Inferior,,,,,,
59077MI,TASU,Toma de Anclaje Superior,,,,,,
59083MI,DIMA,Dimensional Abierto,400.0,,,,,
59083MI,DIMR,Dimensional Carrera,138.0,,,,,
59083MI,DIMC,Dimensional Cerrado,262.0,,,,,
59083MI,TASU,Toma de Anclaje Superior,,,,,,
59083MI,TAIN,Toma de Anclaje Inferior,,,,,,
59091MI,DIMA,Dimensional Abierto,462.0,,,,,
59091MI,DIMR,Dimensional Carrera,183.0,,,,,
59091MI,DIMC,Dimensional Cerrado,279.0,,,,,
59091MI,TAIN,Toma de Anclaje Inferior,,,,,,
59091MI,TASU,Toma de Anclaje Superior,,,,,,
59106MI,DIMA,Dimensional Abierto,556.0,,,,,
59106MI,DIMR,Dimensional Carrera,219.0,,,,,
59106MI,DIMC,Dimensional Cerrado,337.0,,,,,
59106MI,TASU,Toma de Anclaje Superior,,,,,,
59106MI,TAIN,Toma de Anclaje Inferior,,,,,,
59107MI,DIMA,Dimensional Abierto,336.0,,,,,
59107MI,DIMR,Dimensional Carrera,120.0,,,,,
59107MI,DIMC,Dimensional Cerrado,216.0,,,,,
59107MI,TAIN,Toma de Anclaje Inferior,,,,,,
59107MI,TASU,Toma de Anclaje Superior,,,,,,
59108MI,DIMA,Dimensional Abierto,444.0,,,,,
59108MI,DIMR,Dimensional Carrera,97.0,,,,,
59108MI,DIMC,Dimensional Cerrado,347.0,,,,,
59108MI,TAIN,Toma de Anclaje Inferior,,,,,,
59108MI,TASU,Toma de Anclaje Superior,,,,,,
59111MI,DIMA,Dimensional Abierto,587.0,,,,,
59111MI,DIMR,Dimensional Carrera,231.0,,,,,
59111MI,DIMC,Dimensional Cerrado,356.0,,,,,
59111MI,TAIN,Toma de Anclaje Inferior,,,,,,
59111MI,TASU,Toma de Anclaje Superior,,,,,,
59112MI,DIMA,Dimensional Abierto,363.0,,,,,
59112MI,DIMR,Dimensional Carrera,120.0,,,,,
59112MI,DIMC,Dimensional Cerrado,243.0,,,,,
59112MI,TAIN,Toma de Anclaje Inferior,,,,,,
59112MI,TASU,Toma de Anclaje Superior,,,,,,
59121MI,DIMA,Dimensional Abierto,438.0,,,,,
59121MI,DIMR,Dimensional Carrera,118.0,,,,,
59121MI,DIMC,Dimensional Cerrado,320.0,,,,,
59121MI,TAIN,Toma de Anclaje Inferior,,,,,,
59121MI,TASU,Toma de Anclaje Superior,,,,,,
59124MI,DIMA,Dimensional Abierto,444.0,,,,,
59124MI,DIMR,Dimensional Carrera,97.0,,,,,
59124MI,DIMC,Dimensional Cerrado,347.0,,,,,
59124MI,TAIN,Toma de Anclaje Inferior,,,,,,
59124MI,TASU,Toma de Anclaje Superior,,,,,,
59134MI,DIMA,Dimensional Abierto,335.0,,,,,
59134MI,DIMR,Dimensional Carrera,114.0,,,,,
59134MI,DIMC,Dimensional Cerrado,221.0,,,,,
59134MI,TAIN,Toma de Anclaje Inferior,,,,,,
59134MI,TASU,Toma de Anclaje Superior,,,,,,
59135MI,DIMA,Dimensional Abierto,369.0,,,,,
59135MI,DIMR,Dimensional Carrera,123.0,,,,,
59135MI,DIMC,Dimensional Cerrado,246.0,,,,,
59135MI,TASU,Toma de Anclaje Superior,,,,,,
59135MI,TAIN,Toma de Anclaje Inferior,,,,,,
59136MI,DIMA,Dimensional Abierto,565.0,,,,,
59136MI,DIMR,Dimensional Carrera,219.0,,,,,
59136MI,DIMC,Dimensional Cerrado,346.0,,,,,
59136MI,TAIN,Toma de Anclaje Inferior,,,,,,
59136MI,TASU,Toma de Anclaje Superior,,,,,,
59601MI,DIMA,Dimensional Abierto,370.0,,,,,
59601MI,DIMR,Dimensional Carrera,126.0,,,,,
59601MI,DIMC,Dimensional Cerrado,244.0,,,,,
59601MI,TAIN,Toma de Anclaje Inferior,,,,,,
59601MI,TASU,Toma de Anclaje Superior,,,,,,
59602MI,DIMA,Dimensional Abierto,591.0,,,,,
59602MI,DIMR,Dimensional Carrera,234.0,,,,,
59602MI,DIMC,Dimensional Cerrado,357.0,,,,,
59602MI,TAIN,Toma de Anclaje Inferior,,,,,,
59602MI,TASU,Toma de Anclaje Superior,,,,,,
59603MI,DIMA,Dimensional Abierto,444.0,,,,,
59603MI,DIMC,Dimensional Cerrado,347.0,,,,,
59603MI,DIMR,Dimensional Carrera,97.0,,,,,
59603MI,TAIN,Toma de Anclaje Inferior,,,,,,
59603MI,TASU,Toma de Anclaje Superior,,,,,,
59606MI,DIMA,Dimensional Abierto,573.0,,,,,
59606MI,DIMR,Dimensional Carrera,225.0,,,,,
59606MI,DIMC,Dimensional Cerrado,348.0,,,,,
59606MI,TAIN,Toma de Anclaje Inferior,,,,,,
59606MI,TASU,Toma de Anclaje Superior,,,,,,
59607MI,DIMA,Dimensional Abierto,570.0,,,,,
59607MI,DIMR,Dimensional Carrera,222.0,,,,,
59607MI,DIMC,Dimensional Cerrado,348.0,,,,,
59607MI,TAIN,Toma de Anclaje Inferior,,,,,,
59607MI,TASU,Toma de Anclaje Superior,,,,,,
59609MI,DIMA,Dimensional Abierto,515.0,,,,,
59609MI,DIMR,Dimensional Carrera,145.0,,,,,
59609MI,DIMC,Dimensional Cerrado,370.0,,,,,
59609MI,TAIN,Toma de Anclaje Inferior,,,,,,
59609MI,TASU,Toma de Anclaje Superior,,,,,,
59618MI,DIMA,Dimensional Abierto,525.0,,,,,
59618MI,DIMR,Dimensional Carrera,201.0,,,,,
59618MI,DIMC,Dimensional Cerrado,324.0,,,,,
59618MI,TAIN,Toma de Anclaje Inferior,,,,,,
59618MI,TASU,Toma de Anclaje Superior,,,,,,
59627MI,DIMA,Dimensional Abierto,480.0,,,,,
