Codigo,Marca,Modelo,Posicion,Linea,Aplica_por_anos,Ano_inicial,Ano_fin,Observaciones
RS65306,FORD,F100 TIB,T,Línea Liviana,SI,01-1966,08-1973,
RS65306,FORD,F250 (ELASTICOS ORIGINALES),T,Línea Liviana,SI,01-1960,12-1967,
RS65307,FORD,F150 (USA),T,Línea Liviana,SI,01-1979,,
RS65307,FORD,F100 (USA),T,Línea Liviana,SI,01-1979,,
RS65307,FORD,F100 (TIB),T,Línea Liviana,SI,08-1973,12-1992,
RS65313,CHEVROLET,C10 PICK UP,D,Línea Liviana,SI,03-1989,,
RS65313,CHEVROLET,VERANEIO,D,Línea Liviana,SI,01-1985,12-1989,
RS65313,CHEVROLET,C10 PICK UP,D,Línea Liviana,SI,01-1973,12-1978,
RS65313,CHEVROLET,A20,D,Línea Liviana,SI,01-1985,12-1990,
RS65313,CHEVROLET,C10 PICK UP,D,Línea Liviana,SI,01-1963,12-1972,
RS65313,CHEVROLET,C20 PICK UP,D,Línea Liviana,SI,01-1985,12-1990,
RS65313,CHEVROLET,C20 PICK UP 2WD,D,Línea Liviana,SI,01-1969,12-1996,
RS65317,FORD,F250 (ELASTICOS MODIFICADOS),D,Línea Liviana,SI,01-1973,,
RS65317,FORD,F400,D,Línea Liviana,SI,01-1987,,
RS65317,FORD,F100 (USA),D,Línea Liviana,SI,01-1979,,
RS65317,FORD,F150 (USA),D,Línea Liviana,SI,01-1979,,
RS65317,FORD,F350 TIB,D,Línea Liviana,SI,01-1967,12-1979,
RS65317,FORD,F-150 4WD (NACIONAL),D,Línea Liviana,SI,01-1980,12-1992,
RS65317,FORD,F-150 4WD (USA),D,Línea Liviana,SI,01-1980,12-1996,
RS65317,FORD,F250 (ELASTICOS ORIGINALES),D,Línea Liviana,SI,01-1960,12-1967,
RS65326,FORD,F100 / F1000,D,Línea Liviana,SI,01-1992,12-1998,
RS65327,FORD,F100 / F1000,T,Línea Liviana,SI,01-1992,12-1998,
RS65329,ISUZU,PICK UP 4WD,T,Línea Liviana,SI,01-1983,01-1999,
RS65329,ISUZU,PICK UP 2WD,T,Línea Liviana,SI,01-1983,01-1999,
RS65329,ISUZU,AMIGO,T,Línea Liviana,SI,01-1989,12-1995,
RS65329,CHEVROLET,LUV PICK UP 4X2,T,Línea Liviana,SI,01-1990,,
RS65329,CHEVROLET,LUV PICK UP 4X4,T,Línea Liviana,SI,01-1990,,
RS65329,MITSUBISHI,PICK UP L200 GLS / GLX,T,Línea Liviana,SI,01-1997,12-2006,
RS65331,ISUZU,AMIGO,D,Línea Liviana,SI,01-1989,12-1995,
RS65331,ISUZU,RODEO 2WD / 4WD,D,Línea Liviana,SI,01-1990,12-1995,
RS65331,ISUZU,TROOPER / TROOPER II,D,Línea Liviana,SI,01-1987,12-1991,
RS65331,ISUZU,PICK UP 4WD,D,Línea Liviana,SI,01-1983,01-1999,
RS65331,CHEVROLET,LUV PICK UP 4X4,D,Línea Liviana,SI,01-1990,,
RS65331,MITSUBISHI,PICK UP L200 GLS / GLX,D,Línea Liviana,SI,01-1997,12-2006,
RS65332,CHEVROLET,VERANEIO,D,Línea Liviana,SI,01-1990,,
RS65332,CHEVROLET,D20 PICK UP / VERANEIO,D,Línea Liviana,SI,01-1990,,
RS65332,CHEVROLET,GRAND BLAZER,D,Línea Liviana,SI,01-1998,,
RS65332,CHEVROLET,SILVERADO,D,Línea Liviana,SI,01-1997,,
RS65333,FORD,RANGER,D,Línea Liviana,SI,01-1998,03-2012,
RS65334,FORD,RANGER,T,Línea Liviana,SI,01-1998,03-2012,
RS65335,TOYOTA,PICK UP HILUX 4X4 NACIONAL,D,Línea Liviana,SI,01-1996,12-2004,
RS65336,TOYOTA,PICK UP HILUX 4X2 NACIONAL 3.0,D,Línea Liviana,SI,01-2001,12-2004,
RS65337,TOYOTA,PICK UP HILUX 4X4 IMPORTADA JAPON,T,Línea Liviana,SI,01-1993,12-1995,
RS65337,TOYOTA,PICK UP HILUX 4X2 NACIONAL 2.8,T,Línea Liviana,SI,01-1996,12-2000,
RS65337,TOYOTA,PICK UP HILUX 4X2 NACIONAL 3.0,T,Línea Liviana,SI,01-2001,12-2004,
RS65338,TOYOTA,PICK UP HILUX 4X4 NACIONAL,T,Línea Liviana,SI,01-1996,12-2004,
RS65339,FORD,F-100 PICKUP,D,Línea Liviana,SI,01-1999,12-2001,
RS65339,FORD,F-100 PICK UP,D,Línea Liviana,SI,01-2002,12-2005,
RS65340,FORD,F-100 PICKUP,T,Línea Liviana,SI,01-1999,12-2001,
RS65341,CHEVROLET,S10 PICK UP / BLAZER 4X2 (Brasil),D,Línea Liviana,SI,01-1997,12-2012,
RS65342,CHEVROLET,S10 PICK UP / BLAZER 4X2 (Brasil),T,Línea Liviana,SI,01-1997,12-2012,
RS65342,CHEVROLET,S10 PICK UP / BLAZER 4X4 (Brasil),T,Línea Liviana,SI,01-1997,12-2012,
RS65343,CHEVROLET,S10 PICK UP / BLAZER 4X4 (Brasil),D,Línea Liviana,SI,01-1997,12-2012,
RS65349,FORD,F-100 PICK UP,T,Línea Liviana,SI,01-2002,12-2005,
RS65344,TOYOTA,PICK-UP HILUX,D,Línea Liviana,SI,01-2005,01-2015,
RS65344,TOYOTA,HILUX SW4 (2005),D,Línea Liviana,SI,01-2005,01-2015,
544.1318,VOLKSWAGEN,GOLF,T,Línea Liviana,SI,01-1991,12-1998,
RS99701,APLICACIONES ESPECIALES,Kit control remoto para RS9000,Varios,Línea Liviana,NO,,,
044.1221,FORD,ESCORT 98,D,Línea Liviana,SI,10-1998,,
044.1424,VOLKSWAGEN,GOLF,D,Línea Liviana,SI,01-1991,12-1998,
044.1490,FIAT,DUNA,D,Línea Liviana,SI,01-1993,,
044.1490,FIAT,UNO,D,Línea Liviana,SI,01-1993,,
044.0842,FIAT,UNO,D,Línea Liviana,SI,01-1996,,
044.1142,FIAT,PALIO,T,Línea Liviana,SI,01-1996,,
044.1142,FIAT,SIENA,T,Línea Liviana,SI,01-1998,,
044.1491,FORD,COURIER,D,Línea Liviana,SI,01-1997,,
044.1491,FORD,KA,D,Línea Liviana,SI,01-1997,,
044.1222,FORD,COURIER,D,Línea Liviana,SI,01-1997,,
044.1222,FORD,FIESTA,D,Línea Liviana,SI,01-1996,,
044.1222,FORD,KA,D,Línea Liviana,SI,01-1996,,
044.1464,CHEVROLET,ASTRA,D,Línea Liviana,SI,01-2002,,
044.1464,CHEVROLET,VECTRA,D,Línea Liviana,SI,01-2002,,
044.1464,CHEVROLET,ZAFIRA,D,Línea Liviana,SI,01-2003,,
044.1469,CHEVROLET,S-10,T,Línea Liviana,SI,01-1995,,
044.1493,CHEVROLET,ASTRA,D,Línea Liviana,SI,01-2002,,
044.1493,CHEVROLET,VECTRA,D,Línea Liviana,SI,01-2002,,
044.1493,CHEVROLET,ZAFIRA,D,Línea Liviana,SI,01-2002,,
044.0840,CHEVROLET,CELTA,D,Línea Liviana,SI,01-2000,,
044.0840,CHEVROLET,CORSA,D,Línea Liviana,SI,01-1994,,
044.0840,CHEVROLET,PRISMA,D,Línea Liviana,SI,01-2006,,
044.1494,VOLKSWAGEN,GOL,D,Línea Liviana,SI,01-1998,,
044.1494,VOLKSWAGEN,SAVEIRO,D,Línea Liviana,SI,01-1998,,
044.0830,VOLKSWAGEN,GOL,D,Línea Liviana,SI,01-1980,12-1994,
044.0830,VOLKSWAGEN,SAVEIRO,D,Línea Liviana,SI,01-1982,12-1997,
044.0830,VOLKSWAGEN,VOYAGE,D,Línea Liviana,SI,01-1981,12-1995,
044.0833,VOLKSWAGEN,GOL,D,Línea Liviana,SI,01-1994,,
044.0833,VOLKSWAGEN,SAVEIRO,D,Línea Liviana,SI,01-1998,,
044.0845,VOLKSWAGEN,QUANTUM,D,Línea Liviana,SI,01-1996,,
044.0845,VOLKSWAGEN,SANTANA,D,Línea Liviana,SI,01-1994,,
044.1140,FIAT,IDEA,D,Línea Liviana,NO,,,
044.1140,FIAT,PALIO,D,Línea Liviana,SI,01-1996,,
044.1140,FIAT,PALIO WEEKEND,D,Línea Liviana,SI,01-1997,,
044.1140,FIAT,SIENA,D,Línea Liviana,SI,01-1998,,
044.1141,FIAT,IDEA,D,Línea Liviana,NO,,,
044.1141,FIAT,PALIO,D,Línea Liviana,SI,01-1996,,
044.1141,FIAT,PALIO WEEKEND,D,Línea Liviana,SI,01-1997,,
044.1141,FIAT,SIENA,D,Línea Liviana,SI,01-1998,,
044.1666,FORD,ECOSPORT,D,Línea Liviana,SI,01-2002,,
044.1666,FORD,FIESTA,D,Línea Liviana,SI,01-2002,,
044.1487,AUDI,A3,D,Línea Liviana,SI,01-1999,,
044.1487,VOLKSWAGEN,BORA,D,Línea Liviana,NO,,,
044.1487,VOLKSWAGEN,GOLF,D,Línea Liviana,SI,01-1999,,
044.1655,CHEVROLET,CORSA,D,Línea Liviana,SI,01-2002,,
044.1130,CHEVROLET,ASTRA,D,Línea Liviana,SI,01-1999,,
044.1130,CHEVROLET,VECTRA,D,Línea Liviana,SI,03-1996,,
044.1130,CHEVROLET,VECTRA,D,Línea Liviana,SI,01-2006,,
044.1130,CHEVROLET,ZAFIRA,D,Línea Liviana,SI,01-2001,,
044.1577,VOLKSWAGEN,GOL,D,Línea Liviana,SI,06-2002,,
044.1577,VOLKSWAGEN,SAVEIRO,D,Línea Liviana,SI,06-2002,,
044.2044,FORD,ESCORT,D,Línea Liviana,SI,01-1993,12-1996,
044.2044,VOLKSWAGEN,POINTER,D,Línea Liviana,SI,01-1994,12-1996,
94207MI,RENAULT,CLIO II 1.2,D,Línea Liviana,SI,11-2011,12-2012,
94146MI D,FORD,FOCUS,D,Línea Liviana,SI,01-2000,12-2007,
83814MI,NISSAN,FRONTIER,D,Línea Liviana,SI,01-1998,08-2008,
83814MI,NISSAN,XTERRA,D,Línea Liviana,SI,01-1998,,
84727MI,FORD,RANGER 2WD,D,Línea Liviana,SI,01-1997,12-1997,
84727MI,FORD,RANGER 4WD,D,Línea Liviana,SI,01-1997,12-1997,
94147MI I,FORD,FOCUS,D,Línea Liviana,SI,01-2000,12-2007,
83754MI,FORD,FOCUS,T,Línea Liviana,SI,01-2000,12-2007,
94150,VOLKSWAGEN,NEW BEETLE,D,Línea Liviana,SI,01-1998,,
94150,SEAT,TOLEDO,D,Línea Liviana,SI,10-1998,12-2004,
94150,AUDI,A3,D,Línea Liviana,SI,06-1998,04-2003,
94150,VOLKSWAGEN,BORA,D,Línea Liviana,SI,01-2000,01-2011,
94150,VOLKSWAGEN,GOLF IV,D,Línea Liviana,SI,01-1999,12-2013,
94150,SEAT,LEON,D,Línea Liviana,SI,10-1998,12-2004,
94238MI,FIAT,MOBI WAY,Delantero Izquierdo,Línea Liviana,NO,,,
94239MI,FIAT,MOBI WAY,Delantero Derecho,Línea Liviana,NO,,,
84760MI,CHEVROLET,TRAILBLAZER,D,Línea Liviana,NO,,,
44403MI,FORD,SIERRA,D,Línea Liviana,SI,01-1984,05-1986,
44403MI,FORD,SIERRA RURAL,D,Línea Liviana,SI,01-1985,12-1986,
84755MI,CHEVROLET,S-10,T,Línea Liviana,SI,01-2013,12-2016,
84749MI,FORD,F-100 SUPER DUTY,D,Línea Liviana,SI,01-2006,,
84750MI,FORD,F-100 SUPER DUTY,T,Línea Liviana,SI,01-2006,,
94150MI,AUDI,A3,D,Línea Liviana,SI,06-1998,04-2003,
94150MI,VOLKSWAGEN,BORA,D,Línea Liviana,SI,01-2000,01-2011,
94150MI,VOLKSWAGEN,GOLF IV,D,Línea Liviana,SI,01-1999,12-2013,
94150MI,VOLKSWAGEN,NEW BEETLE,D,Línea Liviana,SI,01-1998,,
94150MI,SEAT,TOLEDO,D,Línea Liviana,SI,10-1998,12-2004,
94150MI,SEAT,LEON,D,Línea Liviana,SI,10-1998,12-2004,
94185MI D,HONDA,FIT,D,Línea Liviana,SI,01-2003,12-2008,
94186MI I,HONDA,FIT,D,Línea Liviana,SI,01-2003,12-2008,
94206MI,CHERY,FACE,D,Línea Liviana,SI,01-2006,,
83843MI,FORD,FIESTA KINETIC,T,Línea Liviana,SI,01-2010,,
83843MI,FORD,KA,T,Línea Liviana,SI,01-2014,,
94161MI,FIAT,PALIO (estructura sellada),D,Línea Liviana,SI,01-1997,12-2000,
94161MI,FIAT,SIENA ( estructura sellada),D,Línea Liviana,SI,01-1997,12-2000,
94234MI,FIAT,MOBI EASY,D,Línea Liviana,SI,01-2016,,
38016MI,ISUZU,PICK UP 4WD,D,Línea Liviana,SI,01-1983,01-1999,
38016MI,ISUZU,TROOPER / TROOPER II,D,Línea Liviana,SI,01-1987,12-1991,
38016MI,ISUZU,AMIGO,D,Línea Liviana,SI,01-1989,12-1995,
38016MI,ISUZU,RODEO 2WD / 4WD,D,Línea Liviana,SI,01-1990,12-1995,
38016MI,NISSAN,PICK UP 4x2,D,Línea Liviana,SI,01-1987,12-1996,
38016MI,NISSAN,PICK UP 720,D,Línea Liviana,SI,01-1986,12-1996,
38016MI,CHEVROLET,LUV PICK UP 4X4,D,Línea Liviana,SI,01-1990,,
38016MI,MITSUBISHI,PICK UP L200 GLS / GLX,D,Línea Liviana,SI,01-1997,12-2006,
38019MI,CHEVROLET,CHEVETTE GMC,D,Línea Liviana,SI,01-1979,,
38038MI,FIAT,FIORINO UNO RST (estructura sellada),T,Línea Liviana,SI,01-1994,,
38038MI,FIAT,FIORINO UNO (RST) (cierre desarmable),T,Línea Liviana,SI,01-1994,,
38029MI,PEUGEOT,205,T,Línea Liviana,SI,01-1983,,
38101MI,FORD,SIERRA,T,Línea Liviana,SI,01-1984,05-1986,
38101MI,FORD,SIERRA  GHIA,T,Línea Liviana,SI,01-1986,12-1993,
38020MI,CHEVROLET,CHEVETTE GMC,T,Línea Liviana,SI,01-1979,,
38021MI,VOLKSWAGEN,SAVEIRO,T,Línea Liviana,SI,01-1991,12-1997,
38024MI,RENAULT,R19 NUEVA TOMA,T,Línea Liviana,SI,05-1999,,
38024MI,RENAULT,R19,T,Línea Liviana,SI,01-1988,04-1999,
38025MI,PEUGEOT,405,T,Línea Liviana,SI,01-1991,,
38032MI,ISUZU,PICK UP 2WD,D,Línea Liviana,SI,01-1983,01-1999,
38032MI,CHEVROLET,LUV PICK UP 4X2,D,Línea Liviana,SI,01-1990,,
38032MI,NISSAN,PICK UP 4X2 / 4X4,D,Línea Liviana,SI,01-1998,,
38033MI,ISUZU,AMIGO,T,Línea Liviana,SI,01-1989,12-1995,
38033MI,ISUZU,PICK UP 2WD,T,Línea Liviana,SI,01-1983,01-1999,
38033MI,ISUZU,PICK UP 4WD,T,Línea Liviana,SI,01-1983,01-1999,
38033MI,CHEVROLET,LUV PICK UP 4X2,T,Línea Liviana,SI,01-1990,,
38033MI,CHEVROLET,LUV PICK UP 4X4,T,Línea Liviana,SI,01-1990,,
38033MI,MITSUBISHI,PICK UP L200 GLS / GLX,T,Línea Liviana,SI,01-1997,12-2006,
38033MI,NISSAN,PATHFINDER,T,Línea Liviana,SI,01-1987,12-1994,
38037MI,RENAULT,EXPRESS,T,Línea Liviana,SI,01-1995,12-1996,
38037MI,RENAULT,EXPRESS (97/..),T,Línea Liviana,SI,01-1997,,
38039MI,RENAULT,CLIO NUEVA TOMA (99/..),T,Línea Liviana,SI,05-1999,,
38039MI,RENAULT,CLIO 1.4/1.6/1.8/1.9D,T,Línea Liviana,SI,01-1995,04-1999,
38039MI,RENAULT,CLIO 1.4RT / 1.8RSI / 1.9D - IMPORTADOS,T,Línea Liviana,SI,01-1990,,
38039MI,RENAULT,CLIO 1.4 IMPORTADO,T,Línea Liviana,SI,01-1990,,
38040MI,CHEVROLET,CORSA II,T,Línea Liviana,SI,01-2002,,
38040MI,SUZUKI,FUN,T,Línea Liviana,NO,,,
38040MI,CHEVROLET,CORSA 1.6 / WAGON,T,Línea Liviana,SI,01-1991,,
38040MI,CHEVROLET,CORSA 1.0 / 1.4,T,Línea Liviana,SI,01-1991,,
38040MI,CHEVROLET,CELTA,T,Línea Liviana,SI,01-2011,,
38040MI,CHEVROLET,PRISMA I,T,Línea Liviana,NO,,,
38041MI,CITRÖEN,"ZX 1.6, 1.7, 1.8 D, 1.9 D",T,Línea Liviana,SI,01-1992,,
38041MI,PEUGEOT,306,T,Línea Liviana,SI,01-1993,,
38041MI,CITRÖEN,XSARA,T,Línea Liviana,SI,01-1998,02-2001,
38055MI,VOLKSWAGEN,CADDY,T,Línea Liviana,SI,01-1998,,
38055MI,SEAT,INCA,T,Línea Liviana,SI,01-1998,,
38060MI,SEAT,CORDOBA,T,Línea Liviana,SI,01-1994,01-2002,
38060MI,SEAT,IBIZA,T,Línea Liviana,SI,01-1993,,
38060MI,VOLKSWAGEN,POLO CLASSIC,T,Línea Liviana,SI,01-1997,12-2014,
38103MI,RENAULT,R9,T,Línea Liviana,NO,,,
38103MI,RENAULT,R11,T,Línea Liviana,NO,,,
38201MI,FORD,GALAXY,T,Línea Liviana,SI,01-1992,12-1994,
38201MI,VOLKSWAGEN,CARAT,T,Línea Liviana,SI,01-1987,,
38201MI,VOLKSWAGEN,SANTANA,T,Línea Liviana,SI,01-1987,,
38203MI,RENAULT,TWINGO (SIN BARRA ESTABILIZ),T,Línea Liviana,SI,01-1994,08-2000,
38204MI,FORD,FIESTA (C/BARRA ESTABILIZ.),T,Línea Liviana,SI,01-1994,12-1996,
38204MI,FORD,FIESTA CLX / DLS,T,Línea Liviana,SI,01-1994,12-1996,
38205MI,VOLKSWAGEN,GOL,T,Línea Liviana,SI,01-1996,07-1998,
38205MI,VOLKSWAGEN,GOL SOFT / COUNTRY,T,Línea Liviana,SI,08-1998,,
38253MI,RENAULT,MEGANE,T,Línea Liviana,SI,01-1996,01-2008,
38817MI,VOLKSWAGEN,GOL,T,Línea Liviana,SI,01-1983,12-1995,
38817MI,VOLKSWAGEN,GACEL,T,Línea Liviana,SI,01-1983,,
38817MI,VOLKSWAGEN,SENDA,T,Línea Liviana,SI,01-1983,,
38856MI,FORD,TAUNUS,T,Línea Liviana,SI,01-1974,12-1984,
38857MI,FORD,TAUNUS,D,Línea Liviana,SI,01-1974,12-1984,
38880MI,RENAULT,4 L / S,T,Línea Liviana,SI,01-1969,12-1986,
38880MI,RENAULT,R6,T,Línea Liviana,SI,01-1970,12-1986,
38884MI,CITRÖEN,AMERICA,D,Línea Liviana,SI,01-1973,12-1979,
38884MI,CITRÖEN,AMERICA,T,Línea Liviana,SI,01-1973,12-1979,
38884MI,CITRÖEN,MEHARI,T,Línea Liviana,SI,01-1971,12-1979,
38884MI,CITRÖEN,3CV - CAMIONETA - FURGON,T,Línea Liviana,SI,05-1969,05-1979,
38884MI,CITRÖEN,AZAM / AZU,T,Línea Liviana,SI,05-1969,05-1979,
38884MI,CITRÖEN,AMI 8,D,Línea Liviana,SI,01-1970,12-1979,
38884MI,CITRÖEN,MEHARI,D,Línea Liviana,SI,01-1971,12-1979,
38884MI,CITRÖEN,3CV - CAMIONETA - FURGON,D,Línea Liviana,SI,05-1969,05-1979,
38884MI,CITRÖEN,AZAM / AZU,D,Línea Liviana,SI,05-1969,05-1979,
40001MI,PEUGEOT,505 SRD,D,Línea Liviana,SI,01-1982,01-1986,
40001MI,PEUGEOT,505 SRD / SRD TURBO,D,Línea Liviana,SI,01-1982,01-1986,
40001MI,PEUGEOT,505 TAXI,D,Línea Liviana,SI,01-1982,01-1986,
40001MI,PEUGEOT,504 GRD,D,Línea Liviana,SI,01-1983,01-1986,
40003MI,PEUGEOT,504 PICK UP DIESEL (HASTA UNIDAD 394),D,Línea Liviana,SI,01-1983,12-1986,
40004MI,PEUGEOT,504 PICK UP DIESEL (DESDE UNIDAD 395),D,Línea Liviana,SI,01-1986,12-1988,
40005MI,PEUGEOT,404 PICK UP,D,Línea Liviana,SI,01-1973,12-1982,
40005MI,PEUGEOT,404 SEDAN,D,Línea Liviana,SI,01-1963,12-1982,
40005MI,PEUGEOT,504 GLD/GLS/GR/GRD/SL,D,Línea Liviana,SI,01-1969,12-1983,
42159MI,DODGE,1500-1800 - SEDAN/BREAK,T,Línea Liviana,SI,04-1978,12-1983,
42159MI,VOLKSWAGEN,1500 - 1800 - BREAK,T,Línea Liviana,SI,04-1978,12-1991,
42159MI,DODGE,1500 - 1800 SEDAN & BREAK,T,Línea Liviana,SI,01-1971,12-1978,
42255MI,RENAULT,4 L / S,D,Línea Liviana,SI,01-1969,12-1986,
42255MI,RENAULT,R5 (FRANCIA),D,Línea Liviana,SI,01-1979,12-1981,
42255MI,RENAULT,R6,D,Línea Liviana,SI,01-1970,12-1986,
42282MI,FIAT,1600 SEDAN / COUPE,D,Línea Liviana,SI,01-1966,12-1973,
42282MI,FIAT,1500 BREAK,D,Línea Liviana,SI,01-1965,12-1972,
42282MI,FIAT,"125 SEDAN, COUPE, BREAK, MIRAFIORI, POTENC.",D,Línea Liviana,SI,01-1972,12-1981,
42282MI,FIAT,1500,D,Línea Liviana,SI,01-1963,12-1973,
42282MI,FIAT,125 MULTICARGA,D,Línea Liviana,SI,01-1971,12-1981,
42282MI,FIAT,1500 MULTICARGA,D,Línea Liviana,SI,01-1965,12-1971,
42282MI,FIAT,1600 MULTICARGA,D,Línea Liviana,SI,01-1969,12-1974,
42282MI,FIAT,132 (ITALIA),D,Línea Liviana,SI,01-1979,12-1981,
42282MI,FIAT,1600 (ITALIA),D,Línea Liviana,SI,01-1979,12-1981,
42289MI,FIAT,"600, 770 / 800 COUPE, 800 SPYDER",D,Línea Liviana,SI,01-1957,12-1971,
42290MI,FIAT,"600, 770 / 800 COUPE, 800 SPYDER",T,Línea Liviana,SI,01-1957,12-1971,
43901MI,SEAT,TOLEDO 1.6 - 1.8 - 1.9D,D,Línea Liviana,SI,01-1991,08-1995,
43901MI,SEAT,CORDOBA,D,Línea Liviana,SI,01-1994,01-2002,
43901MI,SEAT,IBIZA,D,Línea Liviana,SI,01-1993,,
43901MI,SEAT,INCA,D,Línea Liviana,SI,01-1998,,
43901MI,VOLKSWAGEN,GOLF,D,Línea Liviana,SI,01-1991,12-1998,
43901MI,VOLKSWAGEN,POLO CLASSIC,D,Línea Liviana,SI,01-1997,12-2014,
43901MI,VOLKSWAGEN,CADDY,D,Línea Liviana,SI,01-1998,,
44101MI,PEUGEOT,404 PICK UP,D,Línea Liviana,SI,01-1973,12-1982,
44101MI,PEUGEOT,404 SEDAN,D,Línea Liviana,SI,01-1963,12-1982,
44101MI,PEUGEOT,504 GLS,D,Línea Liviana,SI,01-1969,12-1982,
44101MI,PEUGEOT,504 SL,D,Línea Liviana,SI,01-1969,12-1982,
44101MI,PEUGEOT,504 GR/GRII/GRD,D,Línea Liviana,SI,01-1969,12-1982,
44102MI,PEUGEOT,504 GR/GRII/GRD,D,Línea Liviana,SI,01-1983,01-1986,
44102MI,PEUGEOT,504 BREAK,D,Línea Liviana,SI,01-1981,12-1983,
44102MI,PEUGEOT,505 GR/SR/SRD/SRD TURBO/TAXI,D,Línea Liviana,SI,01-1982,01-1986,
44103MI,VOLKSWAGEN,SAVEIRO 98,D,Línea Liviana,SI,01-1998,,
44103MI,VOLKSWAGEN,GOL,D,Línea Liviana,SI,01-1983,12-1995,
44103MI,VOLKSWAGEN,GACEL,D,Línea Liviana,SI,01-1983,,
44103MI,VOLKSWAGEN,SENDA,D,Línea Liviana,SI,01-1983,,
44103MI,VOLKSWAGEN,SAVEIRO,D,Línea Liviana,SI,01-1991,12-1997,
44104MI,DODGE,1500 - 1800 SEDAN & BREAK,D,Línea Liviana,SI,01-1971,12-1978,
44107MI,PEUGEOT,504 PICK UP (HASTA UNIDAD 1519),D,Línea Liviana,SI,01-1981,12-1986,
44110MI,PEUGEOT,505 GR/SR/SRD/ SRD TURBO & TAXI,D,Línea Liviana,SI,02-1986,12-1988,
44110MI,PEUGEOT,505 BREAK DIESEL/NAFTA,D,Línea Liviana,SI,01-1988,12-1991,
44110MI,PEUGEOT,505 XD3T DIESEL TURBO,D,Línea Liviana,SI,01-1987,12-1988,
44110MI,PEUGEOT,504 SRD/SRD II / XSD / GRD / GRII,D,Línea Liviana,SI,02-1986,12-1987,
44111MI,PEUGEOT,504 PICK UP (DESDE UNIDAD 1520),D,Línea Liviana,SI,12-1986,,
44113MI,DODGE,1500-1800 - SEDAN/BREAK,D,Línea Liviana,SI,04-1978,12-1983,
44113MI,VOLKSWAGEN,1500 - 1800 - BREAK,D,Línea Liviana,SI,04-1978,12-1991,
44114MI,PEUGEOT,504 PICK UP 1300 KG,D,Línea Liviana,SI,01-1990,,
44114MI,PEUGEOT,504 PICK UP,D,Línea Liviana,SI,07-1992,,
44115MI,PEUGEOT,505 SR/SRI/ST,D,Línea Liviana,SI,01-1993,12-1995,
44115MI,PEUGEOT,504 SR / SRII / SRX / XS,D,Línea Liviana,SI,01-1988,,
44117MI,FORD,GALAXY,D,Línea Liviana,SI,01-1992,12-1994,
44117MI,VOLKSWAGEN,CARAT,D,Línea Liviana,SI,01-1987,,
44117MI,VOLKSWAGEN,SANTANA,D,Línea Liviana,SI,01-1987,,
44117MI,VOLKSWAGEN,QUANTUM,D,Línea Liviana,SI,01-1992,,
44119MI,VOLKSWAGEN,GOL,D,Línea Liviana,SI,01-1996,07-1998,
44401MI,FIAT,FIORINO 147,D,Línea Liviana,SI,01-1989,,
44401MI,FIAT,VIVACE,D,Línea Liviana,SI,01-1982,,
44401MI,FIAT,BRIO,D,Línea Liviana,SI,01-1982,,
44401MI,FIAT,147 T/TR/TRD,D,Línea Liviana,SI,01-1982,,
44402MI,FIAT,BRIO,T,Línea Liviana,SI,01-1982,,
44402MI,FIAT,VIVACE,T,Línea Liviana,SI,01-1982,,
44402MI,FIAT,147 T/TR/TRD,T,Línea Liviana,SI,01-1982,,
44405MI,FIAT,128 IAVA,D,Línea Liviana,SI,01-1971,12-1974,
44405MI,FIAT,128 EUROPA,D,Línea Liviana,SI,01-1983,12-1989,
44408MI,FIAT,128 IAVA,T,Línea Liviana,SI,01-1971,12-1974,
44408MI,FIAT,128 EUROPA,T,Línea Liviana,SI,01-1983,12-1989,
44412MI,FORD,SIERRA  GHIA,D,Línea Liviana,SI,01-1986,12-1993,
44412MI,FORD,SIERRA RURAL (A PARTIR UNIDAD 12187),D,Línea Liviana,SI,05-1986,12-1992,
44420MI,FORD,ESCORT,D,Línea Liviana,SI,01-1988,12-1995,
44421MI,FORD,ESCORT,T,Línea Liviana,SI,01-1988,12-1995,
44422MI,RENAULT,R9,D,Línea Liviana,NO,,,
44422MI,RENAULT,R11,D,Línea Liviana,NO,,,
44423MI,RENAULT,R19,D,Línea Liviana,SI,01-1988,04-1999,
44424MI,PEUGEOT,405,D,Línea Liviana,SI,01-1991,,
44426MI,FIAT,FIORINO UNO RST (estructura sellada),D,Línea Liviana,SI,01-1994,,
44426MI,FIAT,UNO,D,Línea Liviana,SI,08-1992,12-1997,
44426MI,FIAT,DUNA,D,Línea Liviana,SI,08-1992,12-1997,
44426MI,FIAT,DUNA (98/...),D,Línea Liviana,SI,01-1998,,
44426MI,FIAT,UNO,D,Línea Liviana,SI,01-1998,,
44427MI,FIAT,DUNA WEEK END DIESEL,T,Línea Liviana,SI,01-1992,,
44427MI,FIAT,UNO,T,Línea Liviana,SI,08-1992,12-1997,
44427MI,FIAT,DUNA,T,Línea Liviana,SI,08-1992,12-1997,
44441MI,RENAULT,CLIO 1.4/1.6/1.8/1.9D,D,Línea Liviana,SI,01-1995,04-1999,
44442MI,FORD,FIESTA CLX / DLS,D,Línea Liviana,SI,01-1994,12-1996,
44447MI,PEUGEOT,PARTNER (SUSP. BAJA),D,Línea Liviana,SI,01-1998,,
44447MI,CITRÖEN,BERLINGO (SUSP. BAJA),D,Línea Liviana,SI,01-1998,,
