Marca,Modelo,Linea,Producto,Modelo_2,Num_parte,Posicion,Desde,Hasta,Link
TOYOTA,4 RUNNER,RS 5000,Amortiguadores,ESTAB. DIRECCION 4 RUNNER 2WD / 4WD,RS5402,DELANTERO,1986-01,1993-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/457/p/monroe
TOYOTA,4 RUNNER,RS 5000,Amortiguadores,4 RUNNER / SW4,RS5187,TRASERO,1990-01,1995-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/934/p/monroe
TOYOTA,4 RUNNER,RS9000XL,Amortiguadores,4 RUNNER / SW4,RS999145,DELANTERO,1990-01,1995-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/65628/p/monroe
TOYOTA,4 RUNNER,RS9000XL,Amortiguadores,4 RUNNER / SW4,RS999187,TRASERO,1990-01,1995-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/65642/p/monroe
TOYOTA,4 RUNNER,Monroe Internacional,Amortiguadores,4 RUNNER / SW4,59651MI,TRASERO,1990-01,1995-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/67738/p/monroe
TOYOTA,4 RUNNER,Monroe Internacional,Amortiguadores,4 RUNNER / SW4,59650MI,DELANTERO,1990-01,1995-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/67737/p/monroe
TOYOTA,4 RUNNER,Fuelles y Topes,Componentes de suspensión,4 RUNNER / SW4,143221,TRASERO,1990-01,1995-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/66846/p/monroe
TOYOTA,4 RUNNER,Fuelle para amortiguadores Rancho,Componentes de suspensión,Fuelle para amortiguadores Rancho,Fuelle para amortiguadores Rancho,Fuelle para amortiguadores Rancho,NA,NA,http://www.fricrot.com.ar
TOYOTA,4 RUNNER,Bujes y Accesorios,Componentes de suspensión,4 RUNNER / SW4,RS979,TRASERO,1990-01,1995-12,http://www.fricrot.com.ar
TOYOTA,4 RUNNER,Bujes de uretano Rancho,Componentes de suspensión,Bujes de uretano Rancho,Bujes de uretano Rancho,Bujes de uretano Rancho,NA,NA,http://www.fricrot.com.ar/e-catalog/parte/codigo/66602/p/monroe
TOYOTA,4 RUNNER,Bujes y Accesorios,Componentes de suspensión,4 RUNNER / SW4,RS984,TRASERO,1990-01,1995-12,http://www.fricrot.com.ar
TOYOTA,4 RUNNER,Bujes de uretano Rancho,Componentes de suspensión,Bujes de uretano Rancho,Bujes de uretano Rancho,Bujes de uretano Rancho,NA,NA,http://www.fricrot.com.ar
TOYOTA,4 RUNNER,Bujes de uretano Rancho,Componentes de suspensión,Bujes de uretano Rancho,Bujes de uretano Rancho,Bujes de uretano Rancho,NA,NA,http://www.fricrot.com.ar/e-catalog/parte/codigo/66625/p/monroe
CHEVROLET,400,Monroe Internacional,Amortiguadores,400/SUPER/SUPER SPORT/RALLY SPORT,59011MI,DELANTERO,1962-01,1978-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/67680/p/monroe
CHEVROLET,400,Monroe Internacional,Amortiguadores,400/SUPER/SUPER SPORT/RALLY SPORT,59012MI,TRASERO,1962-01,1978-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/67681/p/monroe
PEUGEOT,403,Max Reforzado,Amortiguadores,403,59069,TRASERO,1960-01,1964-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/1181
PEUGEOT,403,Fric Rot Max,Amortiguadores,403,42140,TRASERO,1960-01,1964-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/1180
PEUGEOT,403,Monroe Internacional,Amortiguadores,403,59069MI,TRASERO,1960-01,1964-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/66230/p/monroe
PEUGEOT,404,Max Reforzado,Amortiguadores,404 SEDAN,59069,TRASERO,1963-01,1982-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/1187
PEUGEOT,404,Fric Rot Max,Amortiguadores,404 SEDAN,42140,TRASERO,1963-01,1982-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/1186
PEUGEOT,404,Monroe Internacional,Amortiguadores,404 SEDAN,40005MI,DELANTERO,1963-01,1982-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/66069/p/monroe
PEUGEOT,404,Monroe Internacional,Amortiguadores,404 SEDAN,59069MI,TRASERO,1963-01,1982-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/66232/p/monroe
PEUGEOT,404,Monroe Internacional,Amortiguadores,404 PICK UP,40005MI,DELANTERO,1973-01,1982-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/66068/p/monroe
PEUGEOT,405,Monroe Internacional,Amortiguadores,405,38025MI,TRASERO,1991-01,NA,http://www.fricrot.com.ar/e-catalog/parte/codigo/65992/p/monroe
PEUGEOT,405,Monroe Internacional,Amortiguadores,405,44424MI,DELANTERO,1991-01,NA,http://www.fricrot.com.ar/e-catalog/parte/codigo/66161/p/monroe
PEUGEOT,406,Original,Amortiguadores,406 (no susp.electrónica),11754,Delantero Izquierdo,1995-01,NA,http://www.fricrot.com.ar/e-catalog/parte/codigo/69943/p/monroe
PEUGEOT,406,Original,Amortiguadores,406 (no susp.electrónica),11753,Delantero Derecho,1995-01,NA,http://www.fricrot.com.ar/e-catalog/parte/codigo/69985/p/monroe
PEUGEOT,406,Original,Amortiguadores,406 (no susp.electrónica),R6652,TRASERO,1995-01,NA,http://www.fricrot.com.ar/e-catalog/parte/codigo/70009/p/monroe
RENAULT,R4,Monroe Internacional,Amortiguadores,4 L / S,38880MI,TRASERO,1969-01,1986-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/66047/p/monroe
RENAULT,R4,Monroe Internacional,Amortiguadores,4 L / S,42255MI,DELANTERO,1969-01,1986-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/66074/p/monroe
PEUGEOT,504,Max Reforzado,Amortiguadores,504 GLD/GLS/GR/GRD/SL,59069,TRASERO,1969-01,1983-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/1228
PEUGEOT,504,Fric Rot Max,Amortiguadores,504 GLD/GLS/GR/GRD/SL,42140,TRASERO,1969-01,1983-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/1212
PEUGEOT,504,Monroe Internacional,Amortiguadores,504 GLD/GLS/GR/GRD/SL,40005MI,DELANTERO,1969-01,1983-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/66070/p/monroe
PEUGEOT,504,Monroe Internacional,Amortiguadores,504 GLD/GLS/GR/GRD/SL,59069MI,TRASERO,1969-01,1983-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/66242/p/monroe
PEUGEOT,504,Monroe Internacional,Amortiguadores,504 PICK UP (HASTA UNIDAD 1519),44107MI,DELANTERO,1981-01,1986-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/66118/p/monroe
PEUGEOT,504,Monroe Internacional,Amortiguadores,504 PICK UP (HASTA UNIDAD 1519),59043MI,TRASERO,1981-01,1986-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/67074/p/monroe
PEUGEOT,504,Monroe Internacional,Amortiguadores,504 BREAK,44102MI,DELANTERO,1981-01,1983-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/66109/p/monroe
PEUGEOT,504,Max Reforzado,Amortiguadores,504 GR/GRII/GRD,59069,TRASERO,1983-01,1986-01,http://www.fricrot.com.ar/e-catalog/parte/codigo/66914
PEUGEOT,504,Fric Rot Max,Amortiguadores,504 GR/GRII/GRD,42140,TRASERO,1983-01,1986-01,http://www.fricrot.com.ar/e-catalog/parte/codigo/66913
PEUGEOT,504,Monroe Internacional,Amortiguadores,504 PICK UP DIESEL (HASTA UNIDAD 394),59043MI,TRASERO,1983-01,1986-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/66420/p/monroe
PEUGEOT,504,Monroe Internacional,Amortiguadores,504 PICK UP DIESEL (HASTA UNIDAD 394),40003MI,DELANTERO,1983-01,1986-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/66066/p/monroe
PEUGEOT,504,Monroe Internacional,Amortiguadores,504 GR/GRII/GRD,59069MI,TRASERO,1983-01,1986-01,http://www.fricrot.com.ar/e-catalog/parte/codigo/66915/p/monroe
PEUGEOT,504,Monroe Internacional,Amortiguadores,504 GR/GRII/GRD,44102MI,DELANTERO,1983-01,1986-01,http://www.fricrot.com.ar/e-catalog/parte/codigo/66107/p/monroe
PEUGEOT,504,Max Reforzado,Amortiguadores,504 SRD/SRD II / XSD / GRD / GRII,59069,TRASERO,1986-02,1987-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/2008
PEUGEOT,504,Fric Rot Max,Amortiguadores,504 SRD/SRD II / XSD / GRD / GRII,42140,TRASERO,1986-02,1987-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/2005
PEUGEOT,504,Monroe Internacional,Amortiguadores,504 PICK UP DIESEL (DESDE UNIDAD 395),40004MI,DELANTERO,1986-01,1988-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/66067/p/monroe
PEUGEOT,504,Monroe Internacional,Amortiguadores,504 PICK UP DIESEL (DESDE UNIDAD 395),59043MI,TRASERO,1986-01,1988-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/67075/p/monroe
PEUGEOT,504,Monroe Internacional,Amortiguadores,504 SRD/SRD II / XSD / GRD / GRII,59069MI,TRASERO,1986-02,1987-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/66245/p/monroe
PEUGEOT,504,Monroe Internacional,Amortiguadores,504 SRD/SRD II / XSD / GRD / GRII,44110MI,DELANTERO,1986-02,1987-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/66415/p/monroe
PEUGEOT,504,Monroe Internacional,Amortiguadores,504 PICK UP (DESDE UNIDAD 1520),59043MI,TRASERO,1986-12,NA,http://www.fricrot.com.ar/e-catalog/parte/codigo/67081/p/monroe
PEUGEOT,504,Max Reforzado,Amortiguadores,504 SR / SRII / SRX / XS,59069,TRASERO,1988-01,NA,http://www.fricrot.com.ar/e-catalog/parte/codigo/17792
PEUGEOT,504,Fric Rot Max,Amortiguadores,504 SR / SRII / SRX / XS,42140,TRASERO,1988-01,NA,http://www.fricrot.com.ar/e-catalog/parte/codigo/2140
PEUGEOT,504,Fric Rot Max,Amortiguadores,504 SR / SRII / SRX / XS,44115,DELANTERO,1988-01,NA,http://www.fricrot.com.ar/e-catalog/parte/codigo/2145
PEUGEOT,504,Monroe Internacional,Amortiguadores,504 SR / SRII / SRX / XS,59069MI,TRASERO,1988-01,NA,http://www.fricrot.com.ar/e-catalog/parte/codigo/66248/p/monroe
PEUGEOT,504,Monroe Internacional,Amortiguadores,504 SR / SRII / SRX / XS,44115MI,DELANTERO,1988-01,NA,http://www.fricrot.com.ar/e-catalog/parte/codigo/66133/p/monroe
PEUGEOT,504,Cazoletas,Componentes de suspensión,504 SR / SRII / SRX / XS,022.1555,DELANTERO,1988-01,NA,http://www.fricrot.com.ar/e-catalog/parte/codigo/65700/p/monroe
PEUGEOT,504,Cazoleta amortiguador delantero con rodamiento.,Componentes de suspensión,Cazoleta amortiguador delantero con rodamiento.,Cazoleta amortiguador delantero con rodamiento.,Cazoleta amortiguador delantero con rodamiento.,NA,NA,http://www.fricrot.com.ar
PEUGEOT,504,Fric Rot Max,Amortiguadores,504 PICK UP 1300 KG,44114,DELANTERO,1990-01,NA,http://www.fricrot.com.ar/e-catalog/parte/codigo/1397
PEUGEOT,504,Monroe Internacional,Amortiguadores,504 PICK UP 1300 KG,59043MI,TRASERO,1990-01,NA,http://www.fricrot.com.ar/e-catalog/parte/codigo/66215/p/monroe
PEUGEOT,504,Monroe Internacional,Amortiguadores,504 PICK UP 1300 KG,44114MI,DELANTERO,1990-01,NA,http://www.fricrot.com.ar/e-catalog/parte/codigo/66128/p/monroe
PEUGEOT,504,Fric Rot Max,Amortiguadores,504 PICK UP,44114,DELANTERO,1992-07,NA,http://www.fricrot.com.ar/e-catalog/parte/codigo/2240
PEUGEOT,504,Monroe Internacional,Amortiguadores,504 PICK UP,59659MI,TRASERO,1992-07,NA,http://www.fricrot.com.ar/e-catalog/parte/codigo/66276/p/monroe
PEUGEOT,504,Monroe Internacional,Amortiguadores,504 PICK UP,44114MI,DELANTERO,1992-07,NA,http://www.fricrot.com.ar/e-catalog/parte/codigo/66129/p/monroe
PEUGEOT,505,Max Reforzado,Amortiguadores,505 GR/SR/SRD/SRD TURBO/TAXI,59069,TRASERO,1982-01,1986-01,http://www.fricrot.com.ar/e-catalog/parte/codigo/1217
PEUGEOT,505,Fric Rot Max,Amortiguadores,505 GR/SR/SRD/SRD TURBO/TAXI,42140,TRASERO,1982-01,1986-01,http://www.fricrot.com.ar/e-catalog/parte/codigo/1222
PEUGEOT,505,Monroe Internacional,Amortiguadores,505 GR/SR/SRD/SRD TURBO/TAXI,44102MI,DELANTERO,1982-01,1986-01,http://www.fricrot.com.ar/e-catalog/parte/codigo/66111/p/monroe
PEUGEOT,505,Monroe Internacional,Amortiguadores,505 GR/SR/SRD/SRD TURBO/TAXI,59069MI,TRASERO,1982-01,1986-01,http://www.fricrot.com.ar/e-catalog/parte/codigo/66238/p/monroe
PEUGEOT,505,Max Reforzado,Amortiguadores,505 GR/SR/SRD/ SRD TURBO & TAXI,59069,TRASERO,1986-02,1988-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/67019
PEUGEOT,505,Fric Rot Max,Amortiguadores,505 GR/SR/SRD/ SRD TURBO & TAXI,42140,TRASERO,1986-02,1988-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/67018
PEUGEOT,505,Monroe Internacional,Amortiguadores,505 GR/SR/SRD/ SRD TURBO & TAXI,44110MI,DELANTERO,1986-02,1988-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/67015/p/monroe
PEUGEOT,505,Monroe Internacional,Amortiguadores,505 GR/SR/SRD/ SRD TURBO & TAXI,59069MI,TRASERO,1986-02,1988-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/67020/p/monroe
PEUGEOT,505,Monroe Internacional,Amortiguadores,505 XD3T DIESEL TURBO,44110MI,DELANTERO,1987-01,1988-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/66121/p/monroe
PEUGEOT,505,Monroe Internacional,Amortiguadores,505 XD3T DIESEL TURBO,59609MI,TRASERO,1987-01,1988-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/67725/p/monroe
PEUGEOT,505,Monroe Internacional,Amortiguadores,505 BREAK DIESEL/NAFTA,44110MI,DELANTERO,1988-01,1991-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/66120/p/monroe
PEUGEOT,505,Monroe Internacional,Amortiguadores,505 BREAK DIESEL/NAFTA,59618MI,TRASERO,1988-01,1991-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/67726/p/monroe
PEUGEOT,505,Fric Rot Max,Amortiguadores,505 SR/SRI/ST,44115,DELANTERO,1993-01,1995-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/1244
PEUGEOT,505,Monroe Internacional,Amortiguadores,505 SR/SRI/ST,44115MI,DELANTERO,1993-01,1995-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/66131/p/monroe
PEUGEOT,505,Monroe Internacional,Amortiguadores,505 SR/SRI/ST,59625MI,TRASERO,1993-01,1995-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/66264/p/monroe
PEUGEOT,605,Original,Amortiguadores,605,G8316,DELANTERO,1989-01,1995-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/70120/p/monroe
PEUGEOT,605,Original,Amortiguadores,605,G43145,TRASERO,1989-01,1995-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/70121/p/monroe
PEUGEOT,605,PARRILLAS DE SUSPENSION,Componentes de suspensión,605,PS34610I,DERECHA,1989-01,2000-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/68415
PEUGEOT,605,PARRILLAS DE SUSPENSION,Componentes de suspensión,605,PS34620I,IZQUIERDA,1989-01,2000-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/68417
MAZDA,626,OEspectrum,Amortiguadores,626,71629 I,DELANTERO,1993-01,1998-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/66392/p/monroe
MAZDA,626,OEspectrum,Amortiguadores,626,71660,TRASERO,1993-01,1998-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/17785/p/monroe
MAZDA,626,OEspectrum,Amortiguadores,626,71628 D,DELANTERO,1993-01,1998-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/66391/p/monroe
MAZDA,626,Original,Amortiguadores,626,G16763,TRASERO,1997-01,2002-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/68636/p/monroe
MAZDA,626,Original,Amortiguadores,626,G16762,TRASERO,1997-01,2002-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/68635/p/monroe
PEUGEOT,806,PARRILLAS DE SUSPENSION,Componentes de suspensión,806,PS33010I,DERECHA,1994-01,NA,http://www.fricrot.com.ar/e-catalog/parte/codigo/68391
PEUGEOT,806,PARRILLAS DE SUSPENSION,Componentes de suspensión,806,PS33020I,IZQUIERDA,1994-01,NA,http://www.fricrot.com.ar/e-catalog/parte/codigo/68694
CHEVROLET,A20,Bujes y Accesorios,Componentes de suspensión,A20,21.0368,DELANTERO,1980-01,NA,http://www.fricrot.com.ar/e-catalog/parte/codigo/69215/p/monroe
CHEVROLET,A20,Bujes y Accesorios,Componentes de suspensión,A20,12.009,TRASERO,1981-01,1995-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/68968
CHEVROLET,A20,Bujes y Accesorios,Componentes de suspensión,A20,12.0348,DELANTERO,1981-01,1995-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/68835
CHEVROLET,A20,Bujes y Accesorios,Componentes de suspensión,A20,12.0349,DELANTERO,1981-01,1995-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/68865
CHEVROLET,A20,Rancho Patagonia,Amortiguadores,A20,RS65313,DELANTERO,1985-01,1990-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/65382/p/monroe
CHEVROLET,A20,Max Reforzado,Amortiguadores,A20,59009,DELANTERO,1985-01,1990-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/1274
CHEVROLET,A20,Petrolero,Amortiguadores,A20,65313,DELANTERO,1985-01,1990-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/1827
CHEVROLET,A20,Monroe Internacional,Amortiguadores,A20,59009MI,DELANTERO,1985-01,1990-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/66206/p/monroe
CHEVROLET,A20,Monroe Internacional,Amortiguadores,A20,59071MI,TRASERO,1985-01,1990-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/66255/p/monroe
CHEVROLET,A20,Fuelles y Topes,Componentes de suspensión,A20,143221,DELANTERO,1985-01,1990-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/66753/p/monroe
CHEVROLET,A20,Fuelle para amortiguadores Rancho,Componentes de suspensión,Fuelle para amortiguadores Rancho,Fuelle para amortiguadores Rancho,Fuelle para amortiguadores Rancho,NA,NA,http://www.fricrot.com.ar
CHEVROLET,A20,Bujes y Accesorios,Componentes de suspensión,A20,021.0368,DELANTERO,1980-01,NA,http://www.fricrot.com.ar
CHEVROLET,A20,Bujes y Accesorios,Componentes de suspensión,A20,012.0090,TRASERO,1981-01,1995-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/69215/p/monroe
CHEVROLET,A20,Bujes y Accesorios,Componentes de suspensión,A20,012.0348,DELANTERO,1981-01,1995-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/68968
CHEVROLET,A20,Bujes y Accesorios,Componentes de suspensión,A20,012.0349,DELANTERO,1981-01,1995-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/68835
CHEVROLET,A20,Bujes y Accesorios,Componentes de suspensión,A20,143227,DELANTERO,1985-01,1990-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/68865
CHEVROLET,A20,Conj.buje de poliuretano para amortiguador Rancho Patagonia,Componentes de suspensión,Conj.buje de poliuretano para amortiguador Rancho Patagonia,Conj.buje de poliuretano para amortiguador Rancho Patagonia,Conj.buje de poliuretano para amortiguador Rancho Patagonia,NA,NA,http://www.fricrot.com.ar/e-catalog/parte/codigo/66507/p/monroe
CHEVROLET,A20,Bujes y Accesorios,Componentes de suspensión,A20,13.0685,TRASERO,1993-01,NA,http://www.fricrot.com.ar/e-catalog/parte/codigo/69227/p/monroe
CITRÖEN,AMERICA,Monroe Internacional,Amortiguadores,IES SUPER AMERICA,38113MI,DELANTERO,1985-01,NA,http://www.fricrot.com.ar/e-catalog/parte/codigo/67931/p/monroe
CITRÖEN,AMERICA,Monroe Internacional,Amortiguadores,IES SUPER AMERICA,38114MI,TRASERO,1985-01,NA,http://www.fricrot.com.ar/e-catalog/parte/codigo/67932/p/monroe
ISUZU,AMIGO,Rancho Patagonia,Amortiguadores,AMIGO,RS65331,DELANTERO,1989-01,1995-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/67292/p/monroe
ISUZU,AMIGO,Rancho Patagonia,Amortiguadores,AMIGO,RS65329,TRASERO,1989-01,1995-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/65867/p/monroe
ISUZU,AMIGO,Fric Rot Max,Amortiguadores,AMIGO,38016,DELANTERO,1989-01,1995-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/1337
ISUZU,AMIGO,Fric Rot Max,Amortiguadores,AMIGO,38033,TRASERO,1989-01,1995-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/1341
ISUZU,AMIGO,RS 5000,Amortiguadores,AMIGO,RS5214,DELANTERO,1989-01,1995-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/66385/p/monroe
ISUZU,AMIGO,RS 5000,Amortiguadores,ESTAB.DIRECCION AMIGO 2WD,RS5401,DELANTERO,1989-01,1997-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/470/p/monroe
ISUZU,AMIGO,RS9000XL,Amortiguadores,AMIGO,RS999118,TRASERO,1989-01,1995-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/65597/p/monroe
ISUZU,AMIGO,RS9000XL,Amortiguadores,AMIGO,RS999214,DELANTERO,1989-01,1995-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/66386/p/monroe
ISUZU,AMIGO,Petrolero,Amortiguadores,AMIGO,65329,TRASERO,1989-01,1995-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/1342
ISUZU,AMIGO,Petrolero,Amortiguadores,AMIGO,65331,DELANTERO,1989-01,1995-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/1338
ISUZU,AMIGO,Monroe Internacional,Amortiguadores,AMIGO,38033MI,TRASERO,1989-01,1995-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/65998/p/monroe
ISUZU,AMIGO,Monroe Internacional,Amortiguadores,AMIGO,38016MI,DELANTERO,1989-01,1995-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/65977/p/monroe
ISUZU,AMIGO,Fuelles y Topes,Componentes de suspensión,AMIGO,143221,TRASERO,1989-01,1995-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/66767/p/monroe
ISUZU,AMIGO,Fuelle para amortiguadores Rancho,Componentes de suspensión,Fuelle para amortiguadores Rancho,Fuelle para amortiguadores Rancho,Fuelle para amortiguadores Rancho,NA,NA,http://www.fricrot.com.ar
ISUZU,AMIGO,Bujes y Accesorios,Componentes de suspensión,AMIGO,RS979,DELANTERO,1989-01,1995-12,http://www.fricrot.com.ar
ISUZU,AMIGO,Bujes de uretano Rancho,Componentes de suspensión,Bujes de uretano Rancho,Bujes de uretano Rancho,Bujes de uretano Rancho,NA,NA,http://www.fricrot.com.ar/e-catalog/parte/codigo/66609/p/monroe
ISUZU,AMIGO,Bujes y Accesorios,Componentes de suspensión,AMIGO,143222,TRASERO,1989-01,1995-12,http://www.fricrot.com.ar
ISUZU,AMIGO,Conj.buje de poliuretano para amortiguador Rancho Patagonia,Componentes de suspensión,Conj.buje de poliuretano para amortiguador Rancho Patagonia,Conj.buje de poliuretano para amortiguador Rancho Patagonia,Conj.buje de poliuretano para amortiguador Rancho Patagonia,NA,NA,http://www.fricrot.com.ar
ISUZU,AMIGO,Bujes y Accesorios,Componentes de suspensión,AMIGO,RS978,TRASERO,1989-01,1995-12,http://www.fricrot.com.ar/e-catalog/parte/codigo/66476/p/monroe
ISUZU,AMIGO,Bujes de Uretano Rancho,Componentes de suspensión,Bujes de Uretano Rancho,Bujes de Uretano Rancho,Bujes de Uretano Rancho,NA,NA,http://www.fricrot.com.ar
CHEVROLET,ASTRA,Cazoletas,Amortiguadores,ASTRA,022.1039,DELANTERO,1994-01,1997-12,http://www.fricrot.com.ar
CHEVROLET,ASTRA,Cazoleta amortiguador delantero.,Amortiguadores,Cazoleta amortiguador delantero.,Cazoleta amortiguador delantero.,Cazoleta amortiguador delantero.,NA,NA,http://www.fricrot.com.ar
CHEVROLET,ASTRA,Cazoletas,Amortiguadores,ASTRA RURAL,022.1039,DELANTERO,1994-01,1997-12,http://www.fricrot.com.ar
CHEVROLET,ASTRA,Fuelles y Topes,Amortiguadores,ASTRA RURAL,044.1463,DELANTERO,1994-01,1997-12,http://www.fricrot.com.ar
CHEVROLET,ASTRA,Tope y fuelle amort. delant.  Kit ambos lados 044.2017,Amortiguadores,Tope y fuelle amort. delant.  Kit ambos lados 044.2017,Tope y fuelle amort. delant.  Kit ambos lados 044.2017,Tope y fuelle amort. delant.  Kit ambos lados 044.2017,NA,NA,http://www.fricrot.com.ar
CHEVROLET,ASTRA,Fuelles y Topes,Amortiguadores,ASTRA,044.1463,DELANTERO,1994-01,1997-12,http://www.fricrot.com.ar
CHEVROLET,ASTRA,Bujes y Accesorios,Amortiguadores,ASTRA,011.1269,TRASERO,1994-01,1997-12,http://www.fricrot.com.ar
CHEVROLET,ASTRA,Buje superior amortiguador trasero,Amortiguadores,Buje superior amortiguador trasero,Buje superior amortiguador trasero,Buje superior amortiguador trasero,NA,NA,http://www.fricrot.com.ar
CHEVROLET,ASTRA,Monroe Internacional,Componentes de suspensión,ASTRA,43804MI,DELANTERO,1994-01,1997-12,http://www.fricrot.com.ar
CHEVROLET,ASTRA,Monroe Internacional,Componentes de suspensión,ASTRA RURAL,43804MI,DELANTERO,1994-01,1997-12,http://www.fricrot.com.ar
CHEVROLET,ASTRA,Monroe Internacional,Componentes de suspensión,ASTRA,38036MI,TRASERO,1994-01,1997-12,http://www.fricrot.com.ar
CHEVROLET,ASTRA,Bujes y Accesorios,Amortiguadores,ASTRA,011.0418,DELANTERO,1995-01,1995-12,http://www.fricrot.com.ar
CHEVROLET,ASTRA,Bujes y Accesorios,Amortiguadores,ASTRA,011.1037,TRASERO,1995-01,1996-12,http://www.fricrot.com.ar
CHEVROLET,ASTRA,Bujes y Accesorios,Amortiguadores,ASTRA RURAL,011.0418,DELANTERO,1995-01,1996-12,http://www.fricrot.com.ar
CHEVROLET,ASTRA,Bujes y Accesorios,Amortiguadores,ASTRA RURAL,041.0287,DELANTERO,1995-01,1996-12,http://www.fricrot.com.ar
CHEVROLET,ASTRA,PARRILLAS DE SUSPENSION,Componentes de suspensión,ASTRA,PS21810I,DERECHA,1998-01,NA,http://www.fricrot.com.ar/e-catalog/parte/codigo/68293
CHEVROLET,ASTRA,PARRILLAS DE SUSPENSION,Componentes de suspensión,ASTRA,PS21820I,IZQUIERDA,1998-01,NA,http://www.fricrot.com.ar/e-catalog/parte/codigo/68295
CHEVROLET,ASTRA,Fric Rot Max,Amortiguadores,ASTRA,83796,TRASERO,1999-01,2012-01,http://www.fricrot.com.ar/e-catalog/parte/codigo/65103
